Date/Time,zone,counts,borough
2014-04-04,Astoria,53,Queens
2014-04-04,Astoria Park,1,Queens
2014-04-04,Auburndale,2,Queens
2014-04-04,Baisley Park,5,Queens
2014-04-04,Bath Beach,4,Brooklyn
2014-04-04,Battery Park,3,Manhattan
2014-04-04,Battery Park City,271,Manhattan
2014-04-04,Bay Ridge,22,Brooklyn
2014-04-04,Bay Terrace/Fort Totten,2,Queens
2014-04-04,Bayside,1,Queens
2014-04-04,Bedford,68,Brooklyn
2014-04-04,Bedford Park,3,Bronx
2014-04-04,Belmont,5,Bronx
2014-04-04,Bensonhurst East,2,Brooklyn
2014-04-04,Bensonhurst West,2,Brooklyn
2014-04-04,Bloomfield/Emerson Hill,1,Staten Island
2014-04-04,Bloomingdale,28,Manhattan
2014-04-04,Boerum Hill,125,Brooklyn
2014-04-04,Borough Park,8,Brooklyn
2014-04-04,Briarwood/Jamaica Hills,2,Queens
2014-04-04,Brighton Beach,4,Brooklyn
2014-04-04,Bronx Park,1,Bronx
2014-04-04,Bronxdale,2,Bronx
2014-04-04,Brooklyn Heights,109,Brooklyn
2014-04-04,Brooklyn Navy Yard,11,Brooklyn
2014-04-04,Brownsville,5,Brooklyn
2014-04-04,Bushwick North,73,Brooklyn
2014-04-04,Bushwick South,76,Brooklyn
2014-04-04,Canarsie,6,Brooklyn
2014-04-04,Carroll Gardens,54,Brooklyn
2014-04-04,Central Harlem,49,Manhattan
2014-04-04,Central Harlem North,39,Manhattan
2014-04-04,Central Park,171,Manhattan
2014-04-04,Chinatown,65,Manhattan
2014-04-04,Claremont/Bathgate,1,Bronx
2014-04-04,Clinton East,498,Manhattan
2014-04-04,Clinton Hill,119,Brooklyn
2014-04-04,Clinton West,238,Manhattan
2014-04-04,Cobble Hill,39,Brooklyn
2014-04-04,College Point,3,Queens
2014-04-04,Columbia Street,17,Brooklyn
2014-04-04,Coney Island,4,Brooklyn
2014-04-04,Corona,5,Queens
2014-04-04,Country Club,1,Bronx
2014-04-04,Crotona Park East,3,Bronx
2014-04-04,Crown Heights North,80,Brooklyn
2014-04-04,Crown Heights South,20,Brooklyn
2014-04-04,Cypress Hills,2,Brooklyn
2014-04-04,DUMBO/Vinegar Hill,138,Brooklyn
2014-04-04,Douglaston,2,Queens
2014-04-04,Downtown Brooklyn/MetroTech,67,Brooklyn
2014-04-04,Dyker Heights,4,Brooklyn
2014-04-04,East Chelsea,707,Manhattan
2014-04-04,East Elmhurst,11,Queens
2014-04-04,East Flatbush/Farragut,10,Brooklyn
2014-04-04,East Flatbush/Remsen Village,9,Brooklyn
2014-04-04,East Flushing,1,Queens
2014-04-04,East Harlem North,38,Manhattan
2014-04-04,East Harlem South,51,Manhattan
2014-04-04,East New York,10,Brooklyn
2014-04-04,East New York/Pennsylvania Avenue,5,Brooklyn
2014-04-04,East Tremont,1,Bronx
2014-04-04,East Village,852,Manhattan
2014-04-04,East Williamsburg,110,Brooklyn
2014-04-04,Elmhurst,9,Queens
2014-04-04,Elmhurst/Maspeth,2,Queens
2014-04-04,Erasmus,3,Brooklyn
2014-04-04,Far Rockaway,3,Queens
2014-04-04,Financial District North,276,Manhattan
2014-04-04,Financial District South,91,Manhattan
2014-04-04,Flatbush/Ditmas Park,30,Brooklyn
2014-04-04,Flatiron,572,Manhattan
2014-04-04,Flatlands,10,Brooklyn
2014-04-04,Flushing,4,Queens
2014-04-04,Flushing Meadows-Corona Park,11,Queens
2014-04-04,Fordham South,2,Bronx
2014-04-04,Forest Hills,23,Queens
2014-04-04,Fort Greene,101,Brooklyn
2014-04-04,Fresh Meadows,3,Queens
2014-04-04,Garment District,333,Manhattan
2014-04-04,Glen Oaks,1,Queens
2014-04-04,Glendale,1,Queens
2014-04-04,Gowanus,45,Brooklyn
2014-04-04,Gramercy,534,Manhattan
2014-04-04,Gravesend,3,Brooklyn
2014-04-04,Great Kills,1,Staten Island
2014-04-04,Green-Wood Cemetery,1,Brooklyn
2014-04-04,Greenpoint,167,Brooklyn
2014-04-04,Greenwich Village North,652,Manhattan
2014-04-04,Greenwich Village South,531,Manhattan
2014-04-04,Grymes Hill/Clifton,1,Staten Island
2014-04-04,Hamilton Heights,16,Manhattan
2014-04-04,Highbridge,2,Bronx
2014-04-04,Highbridge Park,1,Manhattan
2014-04-04,Hillcrest/Pomonok,3,Queens
2014-04-04,Homecrest,6,Brooklyn
2014-04-04,Howard Beach,3,Queens
2014-04-04,Hudson Sq,339,Manhattan
2014-04-04,Hunts Point,3,Bronx
2014-04-04,JFK Airport,340,Queens
2014-04-04,Jackson Heights,14,Queens
2014-04-04,Jamaica,6,Queens
2014-04-04,Jamaica Estates,3,Queens
2014-04-04,Kensington,6,Brooklyn
2014-04-04,Kew Gardens,2,Queens
2014-04-04,Kew Gardens Hills,2,Queens
2014-04-04,Kips Bay,237,Manhattan
2014-04-04,LaGuardia Airport,304,Queens
2014-04-04,Laurelton,2,Queens
2014-04-04,Lenox Hill East,219,Manhattan
2014-04-04,Lenox Hill West,432,Manhattan
2014-04-04,Lincoln Square East,381,Manhattan
2014-04-04,Lincoln Square West,183,Manhattan
2014-04-04,Little Italy/NoLiTa,612,Manhattan
2014-04-04,Long Island City/Hunters Point,95,Queens
2014-04-04,Long Island City/Queens Plaza,15,Queens
2014-04-04,Lower East Side,426,Manhattan
2014-04-04,Madison,4,Brooklyn
2014-04-04,Manhattan Beach,3,Brooklyn
2014-04-04,Manhattan Valley,68,Manhattan
2014-04-04,Manhattanville,9,Manhattan
2014-04-04,Marble Hill,3,Manhattan
2014-04-04,Marine Park/Mill Basin,3,Brooklyn
2014-04-04,Mariners Harbor,1,Staten Island
2014-04-04,Maspeth,4,Queens
2014-04-04,Meatpacking/West Village West,590,Manhattan
2014-04-04,Melrose South,2,Bronx
2014-04-04,Middle Village,5,Queens
2014-04-04,Midtown Center,1164,Manhattan
2014-04-04,Midtown East,748,Manhattan
2014-04-04,Midtown North,691,Manhattan
2014-04-04,Midtown South,656,Manhattan
2014-04-04,Midwood,14,Brooklyn
2014-04-04,Morningside Heights,63,Manhattan
2014-04-04,Morrisania/Melrose,2,Bronx
2014-04-04,Mott Haven/Port Morris,4,Bronx
2014-04-04,Mount Hope,4,Bronx
2014-04-04,Murray Hill,622,Manhattan
2014-04-04,Murray Hill-Queens,3,Queens
2014-04-04,Newark Airport,82,EWR
2014-04-04,Ocean Hill,11,Brooklyn
2014-04-04,Ocean Parkway South,3,Brooklyn
2014-04-04,Old Astoria,11,Queens
2014-04-04,Ozone Park,5,Queens
2014-04-04,Park Slope,207,Brooklyn
2014-04-04,Pelham Parkway,3,Bronx
2014-04-04,Penn Station/Madison Sq West,486,Manhattan
2014-04-04,Prospect Heights,57,Brooklyn
2014-04-04,Prospect Park,6,Brooklyn
2014-04-04,Prospect-Lefferts Gardens,30,Brooklyn
2014-04-04,Queens Village,3,Queens
2014-04-04,Queensboro Hill,2,Queens
2014-04-04,Queensbridge/Ravenswood,1,Queens
2014-04-04,Randalls Island,1,Manhattan
2014-04-04,Red Hook,40,Brooklyn
2014-04-04,Rego Park,1,Queens
2014-04-04,Richmond Hill,2,Queens
2014-04-04,Ridgewood,14,Queens
2014-04-04,Riverdale/North Riverdale/Fieldston,12,Bronx
2014-04-04,Rockaway Park,1,Queens
2014-04-04,Roosevelt Island,4,Manhattan
2014-04-04,Rosedale,1,Queens
2014-04-04,Saint Albans,1,Queens
2014-04-04,Schuylerville/Edgewater Park,2,Bronx
2014-04-04,Seaport,103,Manhattan
2014-04-04,Sheepshead Bay,3,Brooklyn
2014-04-04,SoHo,584,Manhattan
2014-04-04,Soundview/Bruckner,1,Bronx
2014-04-04,Soundview/Castle Hill,1,Bronx
2014-04-04,South Ozone Park,5,Queens
2014-04-04,South Williamsburg,11,Brooklyn
2014-04-04,Springfield Gardens North,1,Queens
2014-04-04,Springfield Gardens South,3,Queens
2014-04-04,Spuyten Duyvil/Kingsbridge,4,Bronx
2014-04-04,Starrett City,2,Brooklyn
2014-04-04,Steinway,26,Queens
2014-04-04,Stuy Town/Peter Cooper Village,135,Manhattan
2014-04-04,Stuyvesant Heights,50,Brooklyn
2014-04-04,Sunnyside,43,Queens
2014-04-04,Sunset Park East,3,Brooklyn
2014-04-04,Sunset Park West,27,Brooklyn
2014-04-04,Sutton Place/Turtle Bay North,362,Manhattan
2014-04-04,Times Sq/Theatre District,686,Manhattan
2014-04-04,TriBeCa/Civic Center,935,Manhattan
2014-04-04,Two Bridges/Seward Park,123,Manhattan
2014-04-04,UN/Turtle Bay South,305,Manhattan
2014-04-04,Union Sq,1077,Manhattan
2014-04-04,University Heights/Morris Heights,3,Bronx
2014-04-04,Upper East Side North,590,Manhattan
2014-04-04,Upper East Side South,898,Manhattan
2014-04-04,Upper West Side North,223,Manhattan
2014-04-04,Upper West Side South,360,Manhattan
2014-04-04,Van Cortlandt Park,1,Bronx
2014-04-04,Van Cortlandt Village,3,Bronx
2014-04-04,Van Nest/Morris Park,2,Bronx
2014-04-04,Washington Heights North,13,Manhattan
2014-04-04,Washington Heights South,25,Manhattan
2014-04-04,West Chelsea/Hudson Yards,531,Manhattan
2014-04-04,West Concourse,3,Bronx
2014-04-04,West Farms/Bronx River,1,Bronx
2014-04-04,West Village,863,Manhattan
2014-04-04,Westchester Village/Unionport,1,Bronx
2014-04-04,Whitestone,7,Queens
2014-04-04,Williamsbridge/Olinville,3,Bronx
2014-04-04,Williamsburg (North Side),238,Brooklyn
2014-04-04,Williamsburg (South Side),162,Brooklyn
2014-04-04,Windsor Terrace,21,Brooklyn
2014-04-04,Woodhaven,3,Queens
2014-04-04,Woodlawn/Wakefield,2,Bronx
2014-04-04,Woodside,1,Queens
2014-04-04,World Trade Center,135,Manhattan
2014-04-04,Yorkville East,272,Manhattan
2014-04-04,Yorkville West,266,Manhattan
2014-04-05,Allerton/Pelham Gardens,1,Bronx
2014-04-05,Alphabet City,108,Manhattan
2014-04-05,Astoria,103,Queens
2014-04-05,Auburndale,3,Queens
2014-04-05,Baisley Park,6,Queens
2014-04-05,Bath Beach,2,Brooklyn
2014-04-05,Battery Park,2,Manhattan
2014-04-05,Battery Park City,186,Manhattan
2014-04-05,Bay Ridge,32,Brooklyn
2014-04-05,Bay Terrace/Fort Totten,2,Queens
2014-04-05,Bayside,2,Queens
2014-04-05,Bedford,118,Brooklyn
2014-04-05,Bedford Park,8,Bronx
2014-04-05,Bellerose,1,Queens
2014-04-05,Belmont,14,Bronx
2014-04-05,Bensonhurst East,2,Brooklyn
2014-04-05,Bensonhurst West,9,Brooklyn
2014-04-05,Bloomfield/Emerson Hill,2,Staten Island
2014-04-05,Bloomingdale,17,Manhattan
2014-04-05,Boerum Hill,123,Brooklyn
2014-04-05,Borough Park,5,Brooklyn
2014-04-05,Brighton Beach,4,Brooklyn
2014-04-05,Bronx Park,10,Bronx
2014-04-05,Bronxdale,1,Bronx
2014-04-05,Brooklyn Heights,125,Brooklyn
2014-04-05,Brooklyn Navy Yard,7,Brooklyn
2014-04-05,Brownsville,8,Brooklyn
2014-04-05,Bushwick North,104,Brooklyn
2014-04-05,Bushwick South,143,Brooklyn
2014-04-05,Cambria Heights,1,Queens
2014-04-05,Canarsie,12,Brooklyn
2014-04-05,Carroll Gardens,83,Brooklyn
2014-04-05,Central Harlem,53,Manhattan
2014-04-05,Central Harlem North,44,Manhattan
2014-04-05,Central Park,124,Manhattan
2014-04-05,Chinatown,47,Manhattan
2014-04-05,Clinton East,425,Manhattan
2014-04-05,Clinton Hill,147,Brooklyn
2014-04-05,Clinton West,163,Manhattan
2014-04-05,Cobble Hill,56,Brooklyn
2014-04-05,College Point,1,Queens
2014-04-05,Columbia Street,22,Brooklyn
2014-04-05,Coney Island,2,Brooklyn
2014-04-05,Corona,3,Queens
2014-04-05,Country Club,1,Bronx
2014-04-05,Crotona Park East,1,Bronx
2014-04-05,Crown Heights North,145,Brooklyn
2014-04-05,Crown Heights South,26,Brooklyn
2014-04-05,Cypress Hills,8,Brooklyn
2014-04-05,DUMBO/Vinegar Hill,92,Brooklyn
2014-04-05,Douglaston,1,Queens
2014-04-05,Downtown Brooklyn/MetroTech,58,Brooklyn
2014-04-05,Dyker Heights,7,Brooklyn
2014-04-05,East Chelsea,469,Manhattan
2014-04-05,East Concourse/Concourse Village,5,Bronx
2014-04-05,East Elmhurst,5,Queens
2014-04-05,East Flatbush/Farragut,3,Brooklyn
2014-04-05,East Flatbush/Remsen Village,5,Brooklyn
2014-04-05,East Harlem North,41,Manhattan
2014-04-05,East Harlem South,46,Manhattan
2014-04-05,East New York,6,Brooklyn
2014-04-05,East New York/Pennsylvania Avenue,4,Brooklyn
2014-04-05,East Village,788,Manhattan
2014-04-05,East Williamsburg,163,Brooklyn
2014-04-05,Eastchester,1,Bronx
2014-04-05,Elmhurst,11,Queens
2014-04-05,Elmhurst/Maspeth,3,Queens
2014-04-05,Erasmus,6,Brooklyn
2014-04-05,Financial District North,219,Manhattan
2014-04-05,Financial District South,54,Manhattan
2014-04-05,Flatbush/Ditmas Park,31,Brooklyn
2014-04-05,Flatiron,374,Manhattan
2014-04-05,Flatlands,8,Brooklyn
2014-04-05,Flushing,6,Queens
2014-04-05,Flushing Meadows-Corona Park,17,Queens
2014-04-05,Fordham South,2,Bronx
2014-04-05,Forest Hills,28,Queens
2014-04-05,Forest Park/Highland Park,1,Queens
2014-04-05,Fort Greene,165,Brooklyn
2014-04-05,Fresh Meadows,2,Queens
2014-04-05,Garment District,116,Manhattan
2014-04-05,Glen Oaks,1,Queens
2014-04-05,Glendale,3,Queens
2014-04-05,Gowanus,57,Brooklyn
2014-04-05,Gramercy,444,Manhattan
2014-04-05,Gravesend,1,Brooklyn
2014-04-05,Great Kills,1,Staten Island
2014-04-05,Greenpoint,199,Brooklyn
2014-04-05,Greenwich Village North,451,Manhattan
2014-04-05,Greenwich Village South,453,Manhattan
2014-04-05,Hamilton Heights,15,Manhattan
2014-04-05,Highbridge,3,Bronx
2014-04-05,Hillcrest/Pomonok,8,Queens
2014-04-05,Homecrest,7,Brooklyn
2014-04-05,Howard Beach,4,Queens
2014-04-05,Hudson Sq,155,Manhattan
2014-04-05,Hunts Point,3,Bronx
2014-04-05,Inwood,6,Manhattan
2014-04-05,JFK Airport,226,Queens
2014-04-05,Jackson Heights,16,Queens
2014-04-05,Jamaica,5,Queens
2014-04-05,Jamaica Estates,5,Queens
2014-04-05,Kensington,7,Brooklyn
2014-04-05,Kew Gardens,2,Queens
2014-04-05,Kew Gardens Hills,8,Queens
2014-04-05,Kingsbridge Heights,2,Bronx
2014-04-05,Kips Bay,145,Manhattan
2014-04-05,LaGuardia Airport,97,Queens
2014-04-05,Lenox Hill East,147,Manhattan
2014-04-05,Lenox Hill West,323,Manhattan
2014-04-05,Lincoln Square East,292,Manhattan
2014-04-05,Lincoln Square West,129,Manhattan
2014-04-05,Little Italy/NoLiTa,463,Manhattan
2014-04-05,Long Island City/Hunters Point,130,Queens
2014-04-05,Long Island City/Queens Plaza,10,Queens
2014-04-05,Lower East Side,414,Manhattan
2014-04-05,Madison,2,Brooklyn
2014-04-05,Manhattan Beach,1,Brooklyn
2014-04-05,Manhattan Valley,51,Manhattan
2014-04-05,Manhattanville,12,Manhattan
2014-04-05,Marble Hill,1,Manhattan
2014-04-05,Marine Park/Mill Basin,6,Brooklyn
2014-04-05,Maspeth,4,Queens
2014-04-05,Meatpacking/West Village West,521,Manhattan
2014-04-05,Melrose South,4,Bronx
2014-04-05,Middle Village,10,Queens
2014-04-05,Midtown Center,408,Manhattan
2014-04-05,Midtown East,253,Manhattan
2014-04-05,Midtown North,372,Manhattan
2014-04-05,Midtown South,326,Manhattan
2014-04-05,Midwood,4,Brooklyn
2014-04-05,Morningside Heights,51,Manhattan
2014-04-05,Morrisania/Melrose,2,Bronx
2014-04-05,Mott Haven/Port Morris,4,Bronx
2014-04-05,Mount Hope,2,Bronx
2014-04-05,Murray Hill,329,Manhattan
2014-04-05,Murray Hill-Queens,2,Queens
2014-04-05,New Dorp/Midland Beach,1,Staten Island
2014-04-05,Newark Airport,44,EWR
2014-04-05,North Corona,2,Queens
2014-04-05,Norwood,1,Bronx
2014-04-05,Oakland Gardens,1,Queens
2014-04-05,Ocean Hill,9,Brooklyn
2014-04-05,Ocean Parkway South,1,Brooklyn
2014-04-05,Old Astoria,21,Queens
2014-04-05,Ozone Park,3,Queens
2014-04-05,Park Slope,284,Brooklyn
2014-04-05,Parkchester,1,Bronx
2014-04-05,Pelham Bay,1,Bronx
2014-04-05,Pelham Bay Park,1,Bronx
2014-04-05,Pelham Parkway,3,Bronx
2014-04-05,Penn Station/Madison Sq West,234,Manhattan
2014-04-05,Prospect Heights,96,Brooklyn
2014-04-05,Prospect Park,19,Brooklyn
2014-04-05,Prospect-Lefferts Gardens,44,Brooklyn
2014-04-05,Queens Village,2,Queens
2014-04-05,Queensboro Hill,4,Queens
2014-04-05,Queensbridge/Ravenswood,5,Queens
2014-04-05,Randalls Island,8,Manhattan
2014-04-05,Red Hook,88,Brooklyn
2014-04-05,Rego Park,6,Queens
2014-04-05,Richmond Hill,4,Queens
2014-04-05,Ridgewood,13,Queens
2014-04-05,Riverdale/North Riverdale/Fieldston,7,Bronx
2014-04-05,Roosevelt Island,6,Manhattan
2014-04-05,Saint Albans,6,Queens
2014-04-05,Saint Michaels Cemetery/Woodside,1,Queens
2014-04-05,Schuylerville/Edgewater Park,3,Bronx
2014-04-05,Seaport,90,Manhattan
2014-04-05,Sheepshead Bay,6,Brooklyn
2014-04-05,SoHo,431,Manhattan
2014-04-05,Soundview/Bruckner,1,Bronx
2014-04-05,Soundview/Castle Hill,1,Bronx
2014-04-05,South Ozone Park,13,Queens
2014-04-05,South Williamsburg,9,Brooklyn
2014-04-05,Springfield Gardens North,3,Queens
2014-04-05,Spuyten Duyvil/Kingsbridge,4,Bronx
2014-04-05,Stapleton,1,Staten Island
2014-04-05,Starrett City,4,Brooklyn
2014-04-05,Steinway,55,Queens
2014-04-05,Stuy Town/Peter Cooper Village,79,Manhattan
2014-04-05,Stuyvesant Heights,61,Brooklyn
2014-04-05,Sunnyside,31,Queens
2014-04-05,Sunset Park East,6,Brooklyn
2014-04-05,Sunset Park West,23,Brooklyn
2014-04-05,Sutton Place/Turtle Bay North,212,Manhattan
2014-04-05,Times Sq/Theatre District,385,Manhattan
2014-04-05,TriBeCa/Civic Center,757,Manhattan
2014-04-05,Two Bridges/Seward Park,101,Manhattan
2014-04-05,UN/Turtle Bay South,139,Manhattan
2014-04-05,Union Sq,574,Manhattan
2014-04-05,Upper East Side North,334,Manhattan
2014-04-05,Upper East Side South,521,Manhattan
2014-04-05,Upper West Side North,128,Manhattan
2014-04-05,Upper West Side South,261,Manhattan
2014-04-05,Van Cortlandt Park,3,Bronx
2014-04-05,Van Cortlandt Village,7,Bronx
2014-04-05,Van Nest/Morris Park,2,Bronx
2014-04-05,Washington Heights North,13,Manhattan
2014-04-05,Washington Heights South,28,Manhattan
2014-04-05,West Chelsea/Hudson Yards,265,Manhattan
2014-04-05,West Concourse,4,Bronx
2014-04-05,West Village,763,Manhattan
2014-04-05,Westchester Village/Unionport,2,Bronx
2014-04-05,Westerleigh,1,Staten Island
2014-04-05,Whitestone,5,Queens
2014-04-05,Willets Point,2,Queens
2014-04-05,Williamsbridge/Olinville,1,Bronx
2014-04-05,Williamsburg (North Side),354,Brooklyn
2014-04-05,Williamsburg (South Side),218,Brooklyn
2014-04-05,Windsor Terrace,21,Brooklyn
2014-04-05,Woodhaven,4,Queens
2014-04-05,Woodlawn/Wakefield,1,Bronx
2014-04-05,Woodside,7,Queens
2014-04-05,World Trade Center,73,Manhattan
2014-04-05,Yorkville East,140,Manhattan
2014-04-05,Yorkville West,162,Manhattan
2014-04-06,Allerton/Pelham Gardens,1,Bronx
2014-04-06,Alphabet City,88,Manhattan
2014-04-06,Astoria,67,Queens
2014-04-06,Astoria Park,1,Queens
2014-04-06,Baisley Park,6,Queens
2014-04-06,Bath Beach,3,Brooklyn
2014-04-06,Battery Park,4,Manhattan
2014-04-06,Battery Park City,119,Manhattan
2014-04-06,Bay Ridge,18,Brooklyn
2014-04-06,Bay Terrace/Fort Totten,2,Queens
2014-04-06,Bayside,3,Queens
2014-04-06,Bedford,95,Brooklyn
2014-04-06,Bedford Park,3,Bronx
2014-04-06,Belmont,11,Bronx
2014-04-06,Bensonhurst East,2,Brooklyn
2014-04-06,Bensonhurst West,5,Brooklyn
2014-04-06,Bloomingdale,16,Manhattan
2014-04-06,Boerum Hill,81,Brooklyn
2014-04-06,Borough Park,3,Brooklyn
2014-04-06,Briarwood/Jamaica Hills,4,Queens
2014-04-06,Brighton Beach,8,Brooklyn
2014-04-06,Bronx Park,2,Bronx
2014-04-06,Bronxdale,1,Bronx
2014-04-06,Brooklyn Heights,92,Brooklyn
2014-04-06,Brooklyn Navy Yard,4,Brooklyn
2014-04-06,Brownsville,4,Brooklyn
2014-04-06,Bushwick North,80,Brooklyn
2014-04-06,Bushwick South,119,Brooklyn
2014-04-06,Canarsie,7,Brooklyn
2014-04-06,Carroll Gardens,57,Brooklyn
2014-04-06,Central Harlem,57,Manhattan
2014-04-06,Central Harlem North,29,Manhattan
2014-04-06,Central Park,80,Manhattan
2014-04-06,Chinatown,45,Manhattan
2014-04-06,Claremont/Bathgate,1,Bronx
2014-04-06,Clinton East,221,Manhattan
2014-04-06,Clinton Hill,99,Brooklyn
2014-04-06,Clinton West,127,Manhattan
2014-04-06,Co-Op City,3,Bronx
2014-04-06,Cobble Hill,37,Brooklyn
2014-04-06,College Point,1,Queens
2014-04-06,Columbia Street,12,Brooklyn
2014-04-06,Coney Island,1,Brooklyn
2014-04-06,Crotona Park East,1,Bronx
2014-04-06,Crown Heights North,132,Brooklyn
2014-04-06,Crown Heights South,21,Brooklyn
2014-04-06,Cypress Hills,5,Brooklyn
2014-04-06,DUMBO/Vinegar Hill,58,Brooklyn
2014-04-06,Douglaston,2,Queens
2014-04-06,Downtown Brooklyn/MetroTech,49,Brooklyn
2014-04-06,Dyker Heights,7,Brooklyn
2014-04-06,East Chelsea,370,Manhattan
2014-04-06,East Concourse/Concourse Village,1,Bronx
2014-04-06,East Elmhurst,6,Queens
2014-04-06,East Flatbush/Farragut,6,Brooklyn
2014-04-06,East Flatbush/Remsen Village,4,Brooklyn
2014-04-06,East Flushing,1,Queens
2014-04-06,East Harlem North,27,Manhattan
2014-04-06,East Harlem South,37,Manhattan
2014-04-06,East New York,10,Brooklyn
2014-04-06,East New York/Pennsylvania Avenue,4,Brooklyn
2014-04-06,East Tremont,1,Bronx
2014-04-06,East Village,540,Manhattan
2014-04-06,East Williamsburg,204,Brooklyn
2014-04-06,Elmhurst,10,Queens
2014-04-06,Elmhurst/Maspeth,2,Queens
2014-04-06,Far Rockaway,1,Queens
2014-04-06,Financial District North,116,Manhattan
2014-04-06,Financial District South,29,Manhattan
2014-04-06,Flatbush/Ditmas Park,26,Brooklyn
2014-04-06,Flatiron,267,Manhattan
2014-04-06,Flatlands,18,Brooklyn
2014-04-06,Flushing,4,Queens
2014-04-06,Flushing Meadows-Corona Park,12,Queens
2014-04-06,Fordham South,1,Bronx
2014-04-06,Forest Hills,15,Queens
2014-04-06,Fort Greene,71,Brooklyn
2014-04-06,Fresh Meadows,2,Queens
2014-04-06,Garment District,61,Manhattan
2014-04-06,Glen Oaks,1,Queens
2014-04-06,Glendale,2,Queens
2014-04-06,Gowanus,47,Brooklyn
2014-04-06,Gramercy,189,Manhattan
2014-04-06,Gravesend,3,Brooklyn
2014-04-06,Greenpoint,123,Brooklyn
2014-04-06,Greenwich Village North,264,Manhattan
2014-04-06,Greenwich Village South,277,Manhattan
2014-04-06,Grymes Hill/Clifton,1,Staten Island
2014-04-06,Hamilton Heights,13,Manhattan
2014-04-06,Hammels/Arverne,1,Queens
2014-04-06,Heartland Village/Todt Hill,1,Staten Island
2014-04-06,Highbridge,2,Bronx
2014-04-06,Hillcrest/Pomonok,3,Queens
2014-04-06,Homecrest,15,Brooklyn
2014-04-06,Howard Beach,1,Queens
2014-04-06,Hudson Sq,75,Manhattan
2014-04-06,Hunts Point,1,Bronx
2014-04-06,Inwood,3,Manhattan
2014-04-06,Inwood Hill Park,1,Manhattan
2014-04-06,JFK Airport,499,Queens
2014-04-06,Jackson Heights,25,Queens
2014-04-06,Jamaica,5,Queens
2014-04-06,Kensington,10,Brooklyn
2014-04-06,Kew Gardens,3,Queens
2014-04-06,Kew Gardens Hills,3,Queens
2014-04-06,Kingsbridge Heights,3,Bronx
2014-04-06,Kips Bay,72,Manhattan
2014-04-06,LaGuardia Airport,369,Queens
2014-04-06,Laurelton,1,Queens
2014-04-06,Lenox Hill East,76,Manhattan
2014-04-06,Lenox Hill West,160,Manhattan
2014-04-06,Lincoln Square East,148,Manhattan
2014-04-06,Lincoln Square West,86,Manhattan
2014-04-06,Little Italy/NoLiTa,305,Manhattan
2014-04-06,Long Island City/Hunters Point,66,Queens
2014-04-06,Long Island City/Queens Plaza,13,Queens
2014-04-06,Lower East Side,402,Manhattan
2014-04-06,Madison,3,Brooklyn
2014-04-06,Manhattan Beach,3,Brooklyn
2014-04-06,Manhattan Valley,36,Manhattan
2014-04-06,Manhattanville,7,Manhattan
2014-04-06,Marble Hill,1,Manhattan
2014-04-06,Marine Park/Mill Basin,4,Brooklyn
2014-04-06,Maspeth,6,Queens
2014-04-06,Meatpacking/West Village West,444,Manhattan
2014-04-06,Melrose South,1,Bronx
2014-04-06,Middle Village,4,Queens
2014-04-06,Midtown Center,231,Manhattan
2014-04-06,Midtown East,153,Manhattan
2014-04-06,Midtown North,186,Manhattan
2014-04-06,Midtown South,192,Manhattan
2014-04-06,Midwood,9,Brooklyn
2014-04-06,Morningside Heights,29,Manhattan
