Date/Time,zone,counts,borough
2014-06-13,Ridgewood,12,Queens
2014-06-13,Riverdale/North Riverdale/Fieldston,11,Bronx
2014-06-13,Rockaway Park,1,Queens
2014-06-13,Roosevelt Island,1,Manhattan
2014-06-13,Rosedale,4,Queens
2014-06-13,Saint Albans,2,Queens
2014-06-13,Schuylerville/Edgewater Park,3,Bronx
2014-06-13,Seaport,138,Manhattan
2014-06-13,Sheepshead Bay,8,Brooklyn
2014-06-13,SoHo,634,Manhattan
2014-06-13,Soundview/Castle Hill,3,Bronx
2014-06-13,South Jamaica,2,Queens
2014-06-13,South Ozone Park,8,Queens
2014-06-13,South Williamsburg,15,Brooklyn
2014-06-13,Springfield Gardens North,2,Queens
2014-06-13,Springfield Gardens South,3,Queens
2014-06-13,Spuyten Duyvil/Kingsbridge,11,Bronx
2014-06-13,Starrett City,3,Brooklyn
2014-06-13,Steinway,52,Queens
2014-06-13,Stuy Town/Peter Cooper Village,154,Manhattan
2014-06-13,Stuyvesant Heights,53,Brooklyn
2014-06-13,Sunnyside,49,Queens
2014-06-13,Sunset Park East,8,Brooklyn
2014-06-13,Sunset Park West,40,Brooklyn
2014-06-13,Sutton Place/Turtle Bay North,428,Manhattan
2014-06-13,Times Sq/Theatre District,766,Manhattan
2014-06-13,TriBeCa/Civic Center,957,Manhattan
2014-06-13,Two Bridges/Seward Park,147,Manhattan
2014-06-13,UN/Turtle Bay South,375,Manhattan
2014-06-13,Union Sq,1072,Manhattan
2014-06-13,University Heights/Morris Heights,2,Bronx
2014-06-13,Upper East Side North,676,Manhattan
2014-06-13,Upper East Side South,867,Manhattan
2014-06-13,Upper West Side North,323,Manhattan
2014-06-13,Upper West Side South,430,Manhattan
2014-06-13,Van Cortlandt Village,2,Bronx
2014-06-13,Van Nest/Morris Park,4,Bronx
2014-06-13,Washington Heights North,18,Manhattan
2014-06-13,Washington Heights South,36,Manhattan
2014-06-13,West Chelsea/Hudson Yards,590,Manhattan
2014-06-13,West Concourse,7,Bronx
2014-06-13,West Village,817,Manhattan
2014-06-13,Whitestone,4,Queens
2014-06-13,Willets Point,3,Queens
2014-06-13,Williamsbridge/Olinville,1,Bronx
2014-06-13,Williamsburg (North Side),413,Brooklyn
2014-06-13,Williamsburg (South Side),232,Brooklyn
2014-06-13,Windsor Terrace,23,Brooklyn
2014-06-13,Woodhaven,2,Queens
2014-06-13,Woodlawn/Wakefield,5,Bronx
2014-06-13,Woodside,13,Queens
2014-06-13,World Trade Center,156,Manhattan
2014-06-13,Yorkville East,288,Manhattan
2014-06-13,Yorkville West,360,Manhattan
2014-06-14,Allerton/Pelham Gardens,2,Bronx
2014-06-14,Alphabet City,146,Manhattan
2014-06-14,Astoria,122,Queens
2014-06-14,Astoria Park,1,Queens
2014-06-14,Auburndale,1,Queens
2014-06-14,Baisley Park,8,Queens
2014-06-14,Bath Beach,3,Brooklyn
2014-06-14,Battery Park,4,Manhattan
2014-06-14,Battery Park City,226,Manhattan
2014-06-14,Bay Ridge,31,Brooklyn
2014-06-14,Bay Terrace/Fort Totten,6,Queens
2014-06-14,Bayside,4,Queens
2014-06-14,Bedford,171,Brooklyn
2014-06-14,Bedford Park,4,Bronx
2014-06-14,Bellerose,1,Queens
2014-06-14,Belmont,10,Bronx
2014-06-14,Bensonhurst East,10,Brooklyn
2014-06-14,Bensonhurst West,8,Brooklyn
2014-06-14,Bloomingdale,15,Manhattan
2014-06-14,Boerum Hill,131,Brooklyn
2014-06-14,Borough Park,5,Brooklyn
2014-06-14,Briarwood/Jamaica Hills,9,Queens
2014-06-14,Brighton Beach,1,Brooklyn
2014-06-14,Bronx Park,12,Bronx
2014-06-14,Bronxdale,3,Bronx
2014-06-14,Brooklyn Heights,168,Brooklyn
2014-06-14,Brooklyn Navy Yard,11,Brooklyn
2014-06-14,Brownsville,5,Brooklyn
2014-06-14,Bushwick North,109,Brooklyn
2014-06-14,Bushwick South,165,Brooklyn
2014-06-14,Cambria Heights,1,Queens
2014-06-14,Canarsie,11,Brooklyn
2014-06-14,Carroll Gardens,80,Brooklyn
2014-06-14,Central Harlem,65,Manhattan
2014-06-14,Central Harlem North,48,Manhattan
2014-06-14,Central Park,118,Manhattan
2014-06-14,Chinatown,72,Manhattan
2014-06-14,City Island,1,Bronx
2014-06-14,Claremont/Bathgate,2,Bronx
2014-06-14,Clinton East,382,Manhattan
2014-06-14,Clinton Hill,185,Brooklyn
2014-06-14,Clinton West,159,Manhattan
2014-06-14,Co-Op City,3,Bronx
2014-06-14,Cobble Hill,51,Brooklyn
2014-06-14,College Point,3,Queens
2014-06-14,Columbia Street,29,Brooklyn
2014-06-14,Coney Island,14,Brooklyn
2014-06-14,Corona,4,Queens
2014-06-14,Crotona Park East,2,Bronx
2014-06-14,Crown Heights North,142,Brooklyn
2014-06-14,Crown Heights South,31,Brooklyn
2014-06-14,Cypress Hills,2,Brooklyn
2014-06-14,DUMBO/Vinegar Hill,83,Brooklyn
2014-06-14,Douglaston,4,Queens
2014-06-14,Downtown Brooklyn/MetroTech,78,Brooklyn
2014-06-14,Dyker Heights,17,Brooklyn
2014-06-14,East Chelsea,409,Manhattan
2014-06-14,East Concourse/Concourse Village,3,Bronx
2014-06-14,East Elmhurst,14,Queens
2014-06-14,East Flatbush/Farragut,9,Brooklyn
2014-06-14,East Flatbush/Remsen Village,13,Brooklyn
2014-06-14,East Flushing,2,Queens
2014-06-14,East Harlem North,32,Manhattan
2014-06-14,East Harlem South,48,Manhattan
2014-06-14,East New York,10,Brooklyn
2014-06-14,East New York/Pennsylvania Avenue,3,Brooklyn
2014-06-14,East Tremont,2,Bronx
2014-06-14,East Village,625,Manhattan
2014-06-14,East Williamsburg,176,Brooklyn
2014-06-14,Eastchester,2,Bronx
2014-06-14,Elmhurst,18,Queens
2014-06-14,Elmhurst/Maspeth,8,Queens
2014-06-14,Erasmus,3,Brooklyn
2014-06-14,Far Rockaway,1,Queens
2014-06-14,Financial District North,238,Manhattan
2014-06-14,Financial District South,86,Manhattan
2014-06-14,Flatbush/Ditmas Park,47,Brooklyn
2014-06-14,Flatiron,304,Manhattan
2014-06-14,Flatlands,9,Brooklyn
2014-06-14,Flushing,14,Queens
2014-06-14,Flushing Meadows-Corona Park,23,Queens
2014-06-14,Forest Hills,38,Queens
2014-06-14,Fort Greene,150,Brooklyn
2014-06-14,Fresh Meadows,4,Queens
2014-06-14,Garment District,80,Manhattan
2014-06-14,Glen Oaks,1,Queens
2014-06-14,Glendale,4,Queens
2014-06-14,Gowanus,77,Brooklyn
2014-06-14,Gramercy,347,Manhattan
2014-06-14,Gravesend,2,Brooklyn
2014-06-14,Greenpoint,237,Brooklyn
2014-06-14,Greenwich Village North,358,Manhattan
2014-06-14,Greenwich Village South,377,Manhattan
2014-06-14,Grymes Hill/Clifton,2,Staten Island
2014-06-14,Hamilton Heights,32,Manhattan
2014-06-14,Hammels/Arverne,3,Queens
2014-06-14,Heartland Village/Todt Hill,3,Staten Island
2014-06-14,Highbridge,1,Bronx
2014-06-14,Hillcrest/Pomonok,3,Queens
2014-06-14,Hollis,1,Queens
2014-06-14,Homecrest,16,Brooklyn
2014-06-14,Howard Beach,2,Queens
2014-06-14,Hudson Sq,154,Manhattan
2014-06-14,Hunts Point,4,Bronx
2014-06-14,Inwood,9,Manhattan
2014-06-14,Inwood Hill Park,2,Manhattan
2014-06-14,JFK Airport,332,Queens
2014-06-14,Jackson Heights,28,Queens
2014-06-14,Jamaica,7,Queens
2014-06-14,Jamaica Estates,3,Queens
2014-06-14,Kensington,15,Brooklyn
2014-06-14,Kew Gardens,9,Queens
2014-06-14,Kew Gardens Hills,10,Queens
2014-06-14,Kips Bay,164,Manhattan
2014-06-14,LaGuardia Airport,192,Queens
2014-06-14,Laurelton,1,Queens
2014-06-14,Lenox Hill East,124,Manhattan
2014-06-14,Lenox Hill West,296,Manhattan
2014-06-14,Lincoln Square East,314,Manhattan
2014-06-14,Lincoln Square West,152,Manhattan
2014-06-14,Little Italy/NoLiTa,410,Manhattan
2014-06-14,Long Island City/Hunters Point,127,Queens
2014-06-14,Long Island City/Queens Plaza,28,Queens
2014-06-14,Longwood,1,Bronx
2014-06-14,Lower East Side,429,Manhattan
2014-06-14,Madison,4,Brooklyn
2014-06-14,Manhattan Beach,7,Brooklyn
2014-06-14,Manhattan Valley,49,Manhattan
2014-06-14,Manhattanville,10,Manhattan
2014-06-14,Marble Hill,3,Manhattan
2014-06-14,Marine Park/Floyd Bennett Field,1,Brooklyn
2014-06-14,Marine Park/Mill Basin,7,Brooklyn
2014-06-14,Maspeth,10,Queens
2014-06-14,Meatpacking/West Village West,532,Manhattan
2014-06-14,Melrose South,3,Bronx
2014-06-14,Middle Village,7,Queens
2014-06-14,Midtown Center,343,Manhattan
2014-06-14,Midtown East,244,Manhattan
2014-06-14,Midtown North,331,Manhattan
2014-06-14,Midtown South,301,Manhattan
2014-06-14,Midwood,7,Brooklyn
2014-06-14,Morningside Heights,46,Manhattan
2014-06-14,Morrisania/Melrose,2,Bronx
2014-06-14,Mott Haven/Port Morris,10,Bronx
2014-06-14,Mount Hope,4,Bronx
2014-06-14,Murray Hill,317,Manhattan
2014-06-14,Murray Hill-Queens,7,Queens
2014-06-14,Newark Airport,125,EWR
2014-06-14,Norwood,2,Bronx
2014-06-14,Oakland Gardens,2,Queens
2014-06-14,Ocean Hill,8,Brooklyn
2014-06-14,Ocean Parkway South,2,Brooklyn
2014-06-14,Old Astoria,39,Queens
2014-06-14,Ozone Park,4,Queens
2014-06-14,Park Slope,335,Brooklyn
2014-06-14,Pelham Bay Park,1,Bronx
2014-06-14,Pelham Parkway,4,Bronx
2014-06-14,Penn Station/Madison Sq West,169,Manhattan
2014-06-14,Prospect Heights,123,Brooklyn
2014-06-14,Prospect Park,28,Brooklyn
2014-06-14,Prospect-Lefferts Gardens,47,Brooklyn
2014-06-14,Queens Village,1,Queens
2014-06-14,Queensboro Hill,2,Queens
2014-06-14,Queensbridge/Ravenswood,9,Queens
2014-06-14,Randalls Island,15,Manhattan
2014-06-14,Red Hook,96,Brooklyn
2014-06-14,Rego Park,10,Queens
2014-06-14,Richmond Hill,8,Queens
2014-06-14,Ridgewood,24,Queens
2014-06-14,Riverdale/North Riverdale/Fieldston,14,Bronx
2014-06-14,Rockaway Park,1,Queens
2014-06-14,Roosevelt Island,9,Manhattan
2014-06-14,Rosedale,2,Queens
2014-06-14,Saint Albans,4,Queens
2014-06-14,Saint Michaels Cemetery/Woodside,1,Queens
2014-06-14,Schuylerville/Edgewater Park,5,Bronx
2014-06-14,Seaport,107,Manhattan
2014-06-14,Sheepshead Bay,5,Brooklyn
2014-06-14,SoHo,396,Manhattan
2014-06-14,Soundview/Bruckner,3,Bronx
2014-06-14,Soundview/Castle Hill,2,Bronx
2014-06-14,South Jamaica,3,Queens
2014-06-14,South Ozone Park,11,Queens
2014-06-14,South Williamsburg,12,Brooklyn
2014-06-14,Springfield Gardens North,1,Queens
2014-06-14,Spuyten Duyvil/Kingsbridge,14,Bronx
2014-06-14,Stapleton,1,Staten Island
2014-06-14,Steinway,53,Queens
2014-06-14,Stuy Town/Peter Cooper Village,82,Manhattan
2014-06-14,Stuyvesant Heights,64,Brooklyn
2014-06-14,Sunnyside,53,Queens
2014-06-14,Sunset Park East,7,Brooklyn
2014-06-14,Sunset Park West,52,Brooklyn
2014-06-14,Sutton Place/Turtle Bay North,179,Manhattan
2014-06-14,Times Sq/Theatre District,376,Manhattan
2014-06-14,TriBeCa/Civic Center,593,Manhattan
2014-06-14,Two Bridges/Seward Park,143,Manhattan
2014-06-14,UN/Turtle Bay South,154,Manhattan
2014-06-14,Union Sq,482,Manhattan
2014-06-14,University Heights/Morris Heights,1,Bronx
2014-06-14,Upper East Side North,289,Manhattan
2014-06-14,Upper East Side South,360,Manhattan
2014-06-14,Upper West Side North,126,Manhattan
2014-06-14,Upper West Side South,202,Manhattan
2014-06-14,Van Cortlandt Park,5,Bronx
2014-06-14,Van Cortlandt Village,2,Bronx
2014-06-14,Van Nest/Morris Park,2,Bronx
2014-06-14,Washington Heights North,19,Manhattan
2014-06-14,Washington Heights South,26,Manhattan
2014-06-14,West Chelsea/Hudson Yards,312,Manhattan
2014-06-14,West Concourse,10,Bronx
2014-06-14,West Village,556,Manhattan
2014-06-14,Westchester Village/Unionport,2,Bronx
2014-06-14,Westerleigh,1,Staten Island
2014-06-14,Whitestone,10,Queens
2014-06-14,Willets Point,3,Queens
2014-06-14,Williamsbridge/Olinville,3,Bronx
2014-06-14,Williamsburg (North Side),447,Brooklyn
2014-06-14,Williamsburg (South Side),294,Brooklyn
2014-06-14,Windsor Terrace,32,Brooklyn
2014-06-14,Woodhaven,3,Queens
2014-06-14,Woodlawn/Wakefield,4,Bronx
2014-06-14,Woodside,14,Queens
2014-06-14,World Trade Center,91,Manhattan
2014-06-14,Yorkville East,113,Manhattan
2014-06-14,Yorkville West,165,Manhattan
2014-06-15,Allerton/Pelham Gardens,1,Bronx
2014-06-15,Alphabet City,103,Manhattan
2014-06-15,Arrochar/Fort Wadsworth,1,Staten Island
2014-06-15,Astoria,74,Queens
2014-06-15,Auburndale,3,Queens
2014-06-15,Baisley Park,12,Queens
2014-06-15,Bath Beach,2,Brooklyn
2014-06-15,Battery Park,2,Manhattan
2014-06-15,Battery Park City,109,Manhattan
2014-06-15,Bay Ridge,28,Brooklyn
2014-06-15,Bay Terrace/Fort Totten,2,Queens
2014-06-15,Bayside,6,Queens
2014-06-15,Bedford,104,Brooklyn
2014-06-15,Bedford Park,4,Bronx
2014-06-15,Bellerose,3,Queens
2014-06-15,Belmont,2,Bronx
2014-06-15,Bensonhurst East,6,Brooklyn
2014-06-15,Bensonhurst West,7,Brooklyn
2014-06-15,Bloomingdale,21,Manhattan
2014-06-15,Boerum Hill,82,Brooklyn
2014-06-15,Borough Park,7,Brooklyn
2014-06-15,Briarwood/Jamaica Hills,5,Queens
2014-06-15,Brighton Beach,7,Brooklyn
2014-06-15,Bronx Park,7,Bronx
2014-06-15,Brooklyn Heights,121,Brooklyn
2014-06-15,Brooklyn Navy Yard,8,Brooklyn
2014-06-15,Brownsville,2,Brooklyn
2014-06-15,Bushwick North,70,Brooklyn
2014-06-15,Bushwick South,109,Brooklyn
2014-06-15,Cambria Heights,3,Queens
2014-06-15,Canarsie,6,Brooklyn
2014-06-15,Carroll Gardens,65,Brooklyn
2014-06-15,Central Harlem,41,Manhattan
2014-06-15,Central Harlem North,31,Manhattan
2014-06-15,Central Park,84,Manhattan
2014-06-15,Chinatown,52,Manhattan
2014-06-15,City Island,1,Bronx
2014-06-15,Claremont/Bathgate,2,Bronx
2014-06-15,Clinton East,265,Manhattan
2014-06-15,Clinton Hill,112,Brooklyn
2014-06-15,Clinton West,126,Manhattan
2014-06-15,Co-Op City,3,Bronx
2014-06-15,Cobble Hill,18,Brooklyn
2014-06-15,College Point,1,Queens
2014-06-15,Columbia Street,23,Brooklyn
2014-06-15,Coney Island,9,Brooklyn
2014-06-15,Corona,4,Queens
2014-06-15,Country Club,1,Bronx
2014-06-15,Crotona Park East,1,Bronx
2014-06-15,Crown Heights North,89,Brooklyn
2014-06-15,Crown Heights South,30,Brooklyn
2014-06-15,Cypress Hills,3,Brooklyn
2014-06-15,DUMBO/Vinegar Hill,91,Brooklyn
2014-06-15,Douglaston,3,Queens
2014-06-15,Downtown Brooklyn/MetroTech,53,Brooklyn
2014-06-15,Dyker Heights,13,Brooklyn
2014-06-15,East Chelsea,325,Manhattan
2014-06-15,East Concourse/Concourse Village,2,Bronx
2014-06-15,East Elmhurst,14,Queens
2014-06-15,East Flatbush/Farragut,3,Brooklyn
2014-06-15,East Flatbush/Remsen Village,7,Brooklyn
2014-06-15,East Flushing,2,Queens
2014-06-15,East Harlem North,56,Manhattan
2014-06-15,East Harlem South,38,Manhattan
2014-06-15,East New York,2,Brooklyn
2014-06-15,East New York/Pennsylvania Avenue,1,Brooklyn
2014-06-15,East Village,436,Manhattan
2014-06-15,East Williamsburg,233,Brooklyn
2014-06-15,Elmhurst,11,Queens
2014-06-15,Elmhurst/Maspeth,2,Queens
2014-06-15,Erasmus,5,Brooklyn
2014-06-15,Financial District North,140,Manhattan
2014-06-15,Financial District South,72,Manhattan
2014-06-15,Flatbush/Ditmas Park,30,Brooklyn
2014-06-15,Flatiron,232,Manhattan
2014-06-15,Flatlands,7,Brooklyn
2014-06-15,Flushing,13,Queens
2014-06-15,Flushing Meadows-Corona Park,14,Queens
2014-06-15,Fordham South,1,Bronx
2014-06-15,Forest Hills,27,Queens
2014-06-15,Forest Park/Highland Park,1,Queens
2014-06-15,Fort Greene,101,Brooklyn
2014-06-15,Fresh Meadows,7,Queens
2014-06-15,Garment District,95,Manhattan
2014-06-15,Glen Oaks,2,Queens
2014-06-15,Glendale,4,Queens
2014-06-15,Gowanus,51,Brooklyn
2014-06-15,Gramercy,189,Manhattan
2014-06-15,Gravesend,1,Brooklyn
2014-06-15,Greenpoint,141,Brooklyn
2014-06-15,Greenwich Village North,220,Manhattan
2014-06-15,Greenwich Village South,201,Manhattan
2014-06-15,Hamilton Heights,26,Manhattan
2014-06-15,Hammels/Arverne,1,Queens
2014-06-15,Highbridge Park,1,Manhattan
2014-06-15,Hillcrest/Pomonok,2,Queens
2014-06-15,Hollis,1,Queens
2014-06-15,Homecrest,14,Brooklyn
2014-06-15,Howard Beach,3,Queens
2014-06-15,Hudson Sq,91,Manhattan
2014-06-15,Hunts Point,1,Bronx
2014-06-15,Inwood,8,Manhattan
2014-06-15,Inwood Hill Park,4,Manhattan
2014-06-15,JFK Airport,692,Queens
2014-06-15,Jackson Heights,33,Queens
2014-06-15,Jamaica,9,Queens
2014-06-15,Jamaica Estates,4,Queens
2014-06-15,Kensington,11,Brooklyn
2014-06-15,Kew Gardens,3,Queens
2014-06-15,Kew Gardens Hills,4,Queens
2014-06-15,Kingsbridge Heights,3,Bronx
2014-06-15,Kips Bay,91,Manhattan
2014-06-15,LaGuardia Airport,529,Queens
2014-06-15,Laurelton,1,Queens
2014-06-15,Lenox Hill East,73,Manhattan
2014-06-15,Lenox Hill West,149,Manhattan
2014-06-15,Lincoln Square East,178,Manhattan
2014-06-15,Lincoln Square West,98,Manhattan
2014-06-15,Little Italy/NoLiTa,276,Manhattan
2014-06-15,Long Island City/Hunters Point,72,Queens
2014-06-15,Long Island City/Queens Plaza,17,Queens
2014-06-15,Longwood,1,Bronx
2014-06-15,Lower East Side,312,Manhattan
2014-06-15,Madison,7,Brooklyn
2014-06-15,Manhattan Beach,7,Brooklyn
2014-06-15,Manhattan Valley,38,Manhattan
2014-06-15,Manhattanville,22,Manhattan
2014-06-15,Marine Park/Floyd Bennett Field,4,Brooklyn
2014-06-15,Marine Park/Mill Basin,8,Brooklyn
2014-06-15,Maspeth,10,Queens
2014-06-15,Meatpacking/West Village West,349,Manhattan
2014-06-15,Melrose South,4,Bronx
2014-06-15,Middle Village,4,Queens
2014-06-15,Midtown Center,224,Manhattan
2014-06-15,Midtown East,194,Manhattan
2014-06-15,Midtown North,262,Manhattan
2014-06-15,Midtown South,237,Manhattan
2014-06-15,Midwood,10,Brooklyn
2014-06-15,Morningside Heights,41,Manhattan
2014-06-15,Morrisania/Melrose,1,Bronx
2014-06-15,Mott Haven/Port Morris,4,Bronx
2014-06-15,Mount Hope,3,Bronx
2014-06-15,Murray Hill,188,Manhattan
2014-06-15,Murray Hill-Queens,3,Queens
2014-06-15,Newark Airport,211,EWR
2014-06-15,North Corona,1,Queens
2014-06-15,Norwood,2,Bronx
2014-06-15,Oakland Gardens,4,Queens
2014-06-15,Ocean Hill,4,Brooklyn
2014-06-15,Ocean Parkway South,8,Brooklyn
2014-06-15,Old Astoria,19,Queens
2014-06-15,Ozone Park,3,Queens
2014-06-15,Park Slope,177,Brooklyn
2014-06-15,Parkchester,4,Bronx
2014-06-15,Pelham Bay Park,1,Bronx
2014-06-15,Pelham Parkway,1,Bronx
2014-06-15,Penn Station/Madison Sq West,345,Manhattan
2014-06-15,Prospect Heights,65,Brooklyn
2014-06-15,Prospect Park,13,Brooklyn
2014-06-15,Prospect-Lefferts Gardens,38,Brooklyn
2014-06-15,Queens Village,2,Queens
2014-06-15,Queensboro Hill,8,Queens
2014-06-15,Queensbridge/Ravenswood,3,Queens
2014-06-15,Randalls Island,10,Manhattan
2014-06-15,Red Hook,55,Brooklyn
2014-06-15,Rego Park,3,Queens
2014-06-15,Richmond Hill,4,Queens
2014-06-15,Ridgewood,17,Queens
2014-06-15,Riverdale/North Riverdale/Fieldston,16,Bronx
2014-06-15,Rockaway Park,1,Queens
2014-06-15,Roosevelt Island,4,Manhattan
2014-06-15,Rosedale,2,Queens
2014-06-15,Saint Albans,3,Queens
2014-06-15,Saint George/New Brighton,1,Staten Island
2014-06-15,Saint Michaels Cemetery/Woodside,3,Queens
2014-06-15,Schuylerville/Edgewater Park,2,Bronx
2014-06-15,Seaport,69,Manhattan
2014-06-15,Sheepshead Bay,6,Brooklyn
2014-06-15,SoHo,232,Manhattan
2014-06-15,Soundview/Bruckner,2,Bronx
2014-06-15,Soundview/Castle Hill,1,Bronx
2014-06-15,South Ozone Park,16,Queens
2014-06-15,South Williamsburg,14,Brooklyn
2014-06-15,Springfield Gardens South,4,Queens
2014-06-15,Spuyten Duyvil/Kingsbridge,13,Bronx
2014-06-15,Starrett City,4,Brooklyn
2014-06-15,Steinway,36,Queens
2014-06-15,Stuy Town/Peter Cooper Village,60,Manhattan
2014-06-15,Stuyvesant Heights,61,Brooklyn
2014-06-15,Sunnyside,30,Queens
2014-06-15,Sunset Park East,4,Brooklyn
2014-06-15,Sunset Park West,38,Brooklyn
2014-06-15,Sutton Place/Turtle Bay North,140,Manhattan
2014-06-15,Times Sq/Theatre District,256,Manhattan
2014-06-15,TriBeCa/Civic Center,389,Manhattan
2014-06-15,Two Bridges/Seward Park,94,Manhattan
2014-06-15,UN/Turtle Bay South,111,Manhattan
2014-06-15,Union Sq,273,Manhattan
2014-06-15,University Heights/Morris Heights,4,Bronx
2014-06-15,Upper East Side North,195,Manhattan
2014-06-15,Upper East Side South,238,Manhattan
2014-06-15,Upper West Side North,110,Manhattan
2014-06-15,Upper West Side South,174,Manhattan
2014-06-15,Van Cortlandt Park,6,Bronx
2014-06-15,Van Cortlandt Village,2,Bronx
2014-06-15,Van Nest/Morris Park,2,Bronx
2014-06-15,Washington Heights North,23,Manhattan
2014-06-15,Washington Heights South,26,Manhattan
2014-06-15,West Chelsea/Hudson Yards,210,Manhattan
2014-06-15,West Concourse,10,Bronx
2014-06-15,West Village,341,Manhattan
2014-06-15,Westchester Village/Unionport,1,Bronx
2014-06-15,Whitestone,9,Queens
2014-06-15,Willets Point,2,Queens
2014-06-15,Williamsbridge/Olinville,1,Bronx
2014-06-15,Williamsburg (North Side),328,Brooklyn
2014-06-15,Williamsburg (South Side),215,Brooklyn
2014-06-15,Windsor Terrace,32,Brooklyn
2014-06-15,Woodhaven,1,Queens
2014-06-15,Woodlawn/Wakefield,2,Bronx
2014-06-15,Woodside,12,Queens
2014-06-15,World Trade Center,67,Manhattan
2014-06-15,Yorkville East,83,Manhattan
2014-06-15,Yorkville West,107,Manhattan
2014-06-16,Allerton/Pelham Gardens,1,Bronx
2014-06-16,Alphabet City,120,Manhattan
2014-06-16,Astoria,59,Queens
2014-06-16,Astoria Park,1,Queens
2014-06-16,Auburndale,3,Queens
2014-06-16,Baisley Park,11,Queens
2014-06-16,Battery Park,6,Manhattan
2014-06-16,Battery Park City,173,Manhattan
2014-06-16,Bay Ridge,18,Brooklyn
2014-06-16,Bay Terrace/Fort Totten,4,Queens
2014-06-16,Bayside,5,Queens
2014-06-16,Bedford,71,Brooklyn
2014-06-16,Bedford Park,1,Bronx
2014-06-16,Bellerose,2,Queens
2014-06-16,Belmont,2,Bronx
2014-06-16,Bensonhurst East,2,Brooklyn
2014-06-16,Bensonhurst West,8,Brooklyn
2014-06-16,Bloomfield/Emerson Hill,1,Staten Island
2014-06-16,Bloomingdale,13,Manhattan
2014-06-16,Boerum Hill,76,Brooklyn
2014-06-16,Borough Park,11,Brooklyn
2014-06-16,Breezy Point/Fort Tilden/Riis Beach,1,Queens
2014-06-16,Briarwood/Jamaica Hills,2,Queens
2014-06-16,Brighton Beach,3,Brooklyn
2014-06-16,Bronx Park,1,Bronx
2014-06-16,Bronxdale,1,Bronx
2014-06-16,Brooklyn Heights,97,Brooklyn
2014-06-16,Brooklyn Navy Yard,17,Brooklyn
2014-06-16,Brownsville,6,Brooklyn
2014-06-16,Bushwick North,41,Brooklyn
2014-06-16,Bushwick South,63,Brooklyn
2014-06-16,Cambria Heights,1,Queens
2014-06-16,Canarsie,7,Brooklyn
2014-06-16,Carroll Gardens,43,Brooklyn
2014-06-16,Central Harlem,52,Manhattan
2014-06-16,Central Harlem North,29,Manhattan
2014-06-16,Central Park,106,Manhattan
2014-06-16,Chinatown,41,Manhattan
2014-06-16,Claremont/Bathgate,2,Bronx
2014-06-16,Clinton East,323,Manhattan
2014-06-16,Clinton Hill,66,Brooklyn
2014-06-16,Clinton West,158,Manhattan
2014-06-16,Co-Op City,2,Bronx
2014-06-16,Cobble Hill,30,Brooklyn
2014-06-16,College Point,4,Queens
2014-06-16,Columbia Street,13,Brooklyn
2014-06-16,Coney Island,2,Brooklyn
2014-06-16,Corona,1,Queens
2014-06-16,Crotona Park East,1,Bronx
2014-06-16,Crown Heights North,55,Brooklyn
2014-06-16,Crown Heights South,14,Brooklyn
2014-06-16,Cypress Hills,1,Brooklyn
2014-06-16,DUMBO/Vinegar Hill,88,Brooklyn
2014-06-16,Douglaston,3,Queens
2014-06-16,Downtown Brooklyn/MetroTech,69,Brooklyn
2014-06-16,Dyker Heights,5,Brooklyn
2014-06-16,East Chelsea,348,Manhattan
2014-06-16,East Concourse/Concourse Village,3,Bronx
2014-06-16,East Elmhurst,16,Queens
2014-06-16,East Flatbush/Farragut,5,Brooklyn
2014-06-16,East Flatbush/Remsen Village,7,Brooklyn
2014-06-16,East Flushing,1,Queens
2014-06-16,East Harlem North,22,Manhattan
2014-06-16,East Harlem South,59,Manhattan
2014-06-16,East New York,5,Brooklyn
2014-06-16,East New York/Pennsylvania Avenue,4,Brooklyn
2014-06-16,East Tremont,1,Bronx
2014-06-16,East Village,401,Manhattan
2014-06-16,East Williamsburg,99,Brooklyn
2014-06-16,Eastchester,1,Bronx
2014-06-16,Elmhurst,8,Queens
2014-06-16,Elmhurst/Maspeth,3,Queens
2014-06-16,Erasmus,2,Brooklyn
2014-06-16,Financial District North,203,Manhattan
2014-06-16,Financial District South,81,Manhattan
2014-06-16,Flatbush/Ditmas Park,24,Brooklyn
2014-06-16,Flatiron,288,Manhattan
2014-06-16,Flatlands,6,Brooklyn
2014-06-16,Flushing,12,Queens
2014-06-16,Flushing Meadows-Corona Park,6,Queens
2014-06-16,Forest Hills,26,Queens
2014-06-16,Fort Greene,96,Brooklyn
2014-06-16,Fresh Meadows,1,Queens
2014-06-16,Garment District,255,Manhattan
2014-06-16,Glen Oaks,3,Queens
2014-06-16,Glendale,3,Queens
2014-06-16,Gowanus,29,Brooklyn
2014-06-16,Gramercy,271,Manhattan
2014-06-16,Gravesend,2,Brooklyn
2014-06-16,Greenpoint,113,Brooklyn
2014-06-16,Greenwich Village North,307,Manhattan
2014-06-16,Greenwich Village South,223,Manhattan
2014-06-16,Hamilton Heights,23,Manhattan
2014-06-16,Hammels/Arverne,1,Queens
2014-06-16,Hillcrest/Pomonok,4,Queens
2014-06-16,Hollis,1,Queens
2014-06-16,Homecrest,14,Brooklyn
2014-06-16,Howard Beach,4,Queens
2014-06-16,Hudson Sq,192,Manhattan
2014-06-16,Hunts Point,1,Bronx
